Name,代码,粉丝数
银座股份 ,(SH:600858),929
王府井 ,(SH:600859),2156
*ST京城 ,(SH:600860),441
北京城乡 ,(SH:600861),504
南通科技 ,(SH:600862),741
内蒙华电 ,(SH:600863),1970
哈投股份 ,(SH:600864),560
百大集团 ,(SH:600865),334
星湖科技 ,(SH:600866),1026
通化东宝 ,(SH:600867),6024
梅雁吉祥 ,(SH:600868),694
智慧能源 ,(SH:600869),1200
厦华电子 ,(SH:600870),937
*ST仪化 ,(SH:600871),571
中炬高新 ,(SH:600872),2903
梅花生物 ,(SH:600873),1030
创业环保 ,(SH:600874),1230
东方电气 ,(SH:600875),3539
洛阳玻璃 ,(SH:600876),344
中国嘉陵 ,(SH:600877),1403
航天电子 ,(SH:600879),3031
博瑞传播 ,(SH:600880),4408
亚泰集团 ,(SH:600881),884
华联矿业 ,(SH:600882),275
博闻科技 ,(SH:600883),335
杉杉股份 ,(SH:600884),2529
宏发股份 ,(SH:600885),977
国投电力 ,(SH:600886),28113
伊利股份 ,(SH:600887),21849
新疆众和 ,(SH:600888),534
南京化纤 ,(SH:600889),534
中房股份 ,(SH:600890),342
秋林集团 ,(SH:600891),346
宝诚股份 ,(SH:600892),581
航空动力 ,(SH:600893),4377
广日股份 ,(SH:600894),625
张江高科 ,(SH:600895),1723
中海海盛 ,(SH:600896),458
厦门空港 ,(SH:600897),793
三联商社 ,(SH:600898),886
长江电力 ,(SH:600900),6609
重庆燃气 ,(SH:600917),265
渤海活塞 ,(SH:600960),332
株冶集团 ,(SH:600961),534
国投中鲁 ,(SH:600962),364
岳阳林纸 ,(SH:600963),696
福成五丰 ,(SH:600965),1792
博汇纸业 ,(SH:600966),518
北方创业 ,(SH:600967),1654
郴电国际 ,(SH:600969),226
中材国际 ,(SH:600970),1354
恒源煤电 ,(SH:600971),397
宝胜股份 ,(SH:600973),460
新五丰 ,(SH:600975),493
武汉健民 ,(SH:600976),2839
宜华木业 ,(SH:600978),1512
广安爱众 ,(SH:600979),375
北矿磁材 ,(SH:600980),581
汇鸿股份 ,(SH:600981),156
宁波热电 ,(SH:600982),525
合肥三洋 ,(SH:600983),651
建设机械 ,(SH:600984),209
雷鸣科化 ,(SH:600985),295
科达股份 ,(SH:600986),240
航民股份 ,(SH:600987),597
赤峰黄金 ,(SH:600988),731
四创电子 ,(SH:600990),1768
广汽长丰 ,(SH:600991),25
贵绳股份 ,(SH:600992),198
马应龙 ,(SH:600993),2887
文山电力 ,(SH:600995),414
开滦股份 ,(SH:600997),437
九州通 ,(SH:600998),2461
招商证券 ,(SH:600999),4364
唐山港 ,(SH:601000),3034
大同煤业 ,(SH:601001),951
晋亿实业 ,(SH:601002),1966
柳钢股份 ,(SH:601003),196
重庆钢铁 ,(SH:601005),328
大秦铁路 ,(SH:601006),9470
金陵饭店 ,(SH:601007),552
连云港 ,(SH:601008),2308
南京银行 ,(SH:601009),1640
文峰股份 ,(SH:601010),762
宝泰隆 ,(SH:601011),312
隆基股份 ,(SH:601012),2371
节能风电 ,(SH:601016),445
宁波港 ,(SH:601018),1800
玉龙股份 ,(SH:601028),820
一拖股份 ,(SH:601038),1029
赛轮股份 ,(SH:601058),613
中国神华 ,(SH:601088),10691
中南传媒 ,(SH:601098),1834
太平洋 ,(SH:601099),1292
恒立油缸 ,(SH:601100),521
昊华能源 ,(SH:601101),581
中国一重 ,(SH:601106),1270
四川成渝 ,(SH:601107),388
中国国航 ,(SH:601111),1530
华鼎股份 ,(SH:601113),205
三江购物 ,(SH:601116),283
中国化学 ,(SH:601117),3548
海南橡胶 ,(SH:601118),3231
四方股份 ,(SH:601126),1817
博威合金 ,(SH:601137),384
深圳燃气 ,(SH:601139),1102
重庆水务 ,(SH:601158),1387
兴业银行 ,(SH:601166),83161
西部矿业 ,(SH:601168),1244
北京银行 ,(SH:601169),3681
杭齿前进 ,(SH:601177),335
中国西电 ,(SH:601179),4054
中国铁建 ,(SH:601186),2336
龙江交通 ,(SH:601188),340
江南水务 ,(SH:601199),418
东材科技 ,(SH:601208),1109
内蒙君正 ,(SH:601216),2958
吉鑫科技 ,(SH:601218),800
林洋电子 ,(SH:601222),1158
陕西煤业 ,(SH:601225),592
环旭电子 ,(SH:601231),2318
桐昆股份 ,(SH:601233),737
广汽集团 ,(SH:601238),1648
庞大集团 ,(SH:601258),1055
*ST二重 ,(SH:601268),376
农业银行 ,(SH:601288),4572
中国北车 ,(SH:601299),4392
骆驼股份 ,(SH:601311),1324
江南嘉捷 ,(SH:601313),904
中国平安 ,(SH:601318),63492
交通银行 ,(SH:601328),7801
广深铁路 ,(SH:601333),1981
新华保险 ,(SH:601336),2128
百隆东方 ,(SH:601339),379
陕鼓动力 ,(SH:601369),2935
兴业证券 ,(SH:601377),1592
怡球资源 ,(SH:601388),547
中国中铁 ,(SH:601390),1828
工商银行 ,(SH:601398),9358
东风股份 ,(SH:601515),933
吉林高速 ,(SH:601518),208
大智慧 ,(SH:601519),2209
东吴证券 ,(SH:601555),1203
*ST锐电 ,(SH:601558),1048
九牧王 ,(SH:601566),1306
三星电气 ,(SH:601567),551
会稽山 ,(SH:601579),812
北辰实业 ,(SH:601588),397
鹿港科技 ,(SH:601599),284
中国铝业 ,(SH:601600),1931
中国太保 ,(SH:601601),2794
上海医药 ,(SH:601607),5216
中信重工 ,(SH:601608),776
广电电气 ,(SH:601616),580
中国中冶 ,(SH:601618),995
中国人寿 ,(SH:601628),5121
长城汽车 ,(SH:601633),11391
旗滨集团 ,(SH:601636),383
平煤股份 ,(SH:601666),554
中国建筑 ,(SH:601668),8952
中国电建 ,(SH:601669),1188
明泰铝业 ,(SH:601677),627
滨化股份 ,(SH:601678),729
华泰证券 ,(SH:601688),2644
潞安环能 ,(SH:601699),1813
风范股份 ,(SH:601700),460
郑煤机 ,(SH:601717),999
际华集团 ,(SH:601718),955
上海电气 ,(SH:601727),1486
中国南车 ,(SH:601766),5189
力帆股份 ,(SH:601777),1400
光大证券 ,(SH:601788),2812
宁波建工 ,(SH:601789),388
蓝科高新 ,(SH:601798),696
星宇股份 ,(SH:601799),536
中国交建 ,(SH:601800),1089
皖新传媒 ,(SH:601801),708
中海油服 ,(SH:601808),3747
光大银行 ,(SH:601818),4837
中国石油 ,(SH:601857),5304
中海集运 ,(SH:601866),1590
招商轮船 ,(SH:601872),2071
正泰电器 ,(SH:601877),1513
大连港 ,(SH:601880),1132
江河创建 ,(SH:601886),1329
中国国旅 ,(SH:601888),3886
亚星锚链 ,(SH:601890),770
中煤能源 ,(SH:601898),987
紫金矿业 ,(SH:601899),2475
方正证券 ,(SH:601901),2461
京运通 ,(SH:601908),1063
国投新集 ,(SH:601918),923
中国远洋 ,(SH:601919),3371
凤凰传媒 ,(SH:601928),3151
吉视传媒 ,(SH:601929),946
永辉超市 ,(SH:601933),8194
建设银行 ,(SH:601939),5459
金钼股份 ,(SH:601958),1048
中国汽研 ,(SH:601965),1838
中国银行 ,(SH:601988),5936
中国重工 ,(SH:601989),12627
大唐发电 ,(SH:601991),723
金隅股份 ,(SH:601992),1227
丰林集团 ,(SH:601996),533
中信银行 ,(SH:601998),7183
出版传媒 ,(SH:601999),731
人民网 ,(SH:603000),4184
奥康国际 ,(SH:603001),850
宏昌电子 ,(SH:603002),486
龙宇燃油 ,(SH:603003),533
晶方科技 ,(SH:603005),2658
联明股份 ,(SH:603006),438
喜临门 ,(SH:603008),810
北特科技 ,(SH:603009),713
万盛股份 ,(SH:603010),5
设计股份 ,(SH:603018),10
和邦股份 ,(SH:603077),772
长白山 ,(SH:603099),843
川仪股份 ,(SH:603100),506
康尼机电 ,(SH:603111),2348
翠微股份 ,(SH:603123),390
中材节能 ,(SH:603126),645
华贸物流 ,(SH:603128),816
渤海轮渡 ,(SH:603167),1133
莎普爱思 ,(SH:603168),1554
兰石重装 ,(SH:603169),7
亚邦股份 ,(SH:603188),652
海天味业 ,(SH:603288),5149
华懋科技 ,(SH:603306),187
应流股份 ,(SH:603308),644
依顿电子 ,(SH:603328),842
明星电缆 ,(SH:603333),228
日出东方 ,(SH:603366),870
今世缘 ,(SH:603369),439
新华龙 ,(SH:603399),554
九洲药业 ,(SH:603456),23
贵人鸟 ,(SH:603555),372
东方电缆 ,(SH:603606),11
禾丰牧业 ,(SH:603609),595
石英股份 ,(SH:603688),9
纽威股份 ,(SH:603699),811
隆鑫通用 ,(SH:603766),924
福斯特 ,(SH:603806),615
洛阳钼业 ,(SH:603993),900
